is_universal,shared_points,held_out_n,thr_correct,perm_correct,strat_correct,bin
True,1,44,True,False,True,1
False,1,30,False,True,True,1
False,1,46,True,True,True,1
False,1,29,True,True,True,1
True,1,26,True,True,True,1
False,1,30,False,True,True,1
False,1,49,True,True,True,1
True,1,31,True,True,True,1
True,1,33,True,True,True,1
True,1,29,True,True,True,1
True,1,20,True,True,True,1
True,1,46,True,True,True,1
False,1,38,True,True,True,1
False,1,22,True,True,True,1
False,1,35,True,True,True,1
False,1,20,True,True,True,1
True,1,46,True,True,True,1
True,1,25,True,True,True,1
True,1,46,True,True,True,1
False,1,48,True,True,True,1
False,1,42,True,True,True,1
True,1,27,True,True,True,1
False,1,44,True,True,True,1
False,1,28,True,True,True,1
False,1,31,True,True,True,1
True,1,49,True,True,True,1
True,1,47,True,False,True,1
False,1,43,True,True,True,1
True,1,28,True,True,True,1
False,1,38,True,True,True,1
False,1,38,True,True,True,1
True,1,45,True,True,True,1
False,1,45,True,True,True,1
True,1,28,True,True,True,1
True,1,24,True,True,False,1
True,1,22,True,True,True,1
True,1,21,True,True,True,1
True,1,30,True,True,True,1
False,1,24,True,True,True,1
False,1,31,False,True,True,1
False,1,23,True,True,True,1
True,1,31,True,True,True,1
True,1,23,True,True,False,1
True,1,33,True,True,True,1
False,1,43,True,True,True,1
True,1,28,True,True,True,1
True,1,31,True,True,True,1
True,1,23,True,True,True,1
False,1,38,True,True,True,1
False,1,21,True,True,True,1
True,1,48,True,True,True,1
False,1,30,True,True,True,1
True,1,22,True,False,True,1
False,1,34,True,True,True,1
True,1,42,True,False,True,1
False,1,25,True,True,True,1
False,1,20,True,True,True,1
True,1,21,True,True,True,1
True,1,32,True,True,True,1
False,1,22,True,True,True,1
False,1,31,True,True,True,1
False,1,36,True,True,True,1
False,1,28,True,True,True,1
True,1,30,True,True,True,1
False,1,38,True,True,True,1
True,1,23,True,True,True,1
True,1,28,True,True,True,1
False,1,48,True,True,True,1
False,1,22,True,True,True,1
False,1,29,True,True,True,1
False,1,46,True,True,True,1
True,1,24,True,False,True,1
True,1,20,True,True,False,1
False,1,40,False,True,True,1
True,1,38,True,True,True,1
False,1,22,True,True,True,1
True,1,44,True,False,True,1
False,1,40,True,True,True,1
True,1,46,True,True,True,1
True,1,45,True,True,True,1
True,1,23,True,True,True,1
True,1,25,True,True,True,1
True,1,49,True,False,False,1
False,1,27,False,True,True,1
False,1,23,False,True,True,1
True,1,24,True,False,True,1
True,1,48,True,True,True,1
False,1,38,True,True,True,1
False,1,49,False,True,True,1
True,1,31,True,True,True,1
True,1,33,True,True,True,1
True,1,28,True,True,True,1
True,1,31,True,True,True,1
True,1,25,True,True,True,1
False,1,35,True,True,True,1
True,1,40,True,False,True,1
True,1,26,True,False,True,1
True,1,24,True,False,True,1
True,1,47,True,True,True,1
True,1,27,True,True,True,1
False,1,23,False,True,True,1
True,1,35,True,False,True,1
True,1,30,True,False,False,1
False,1,47,True,True,True,1
False,1,35,False,True,True,1
True,1,48,True,True,True,1
True,1,24,True,False,True,1
False,1,23,True,True,True,1
True,1,39,True,True,True,1
False,1,28,True,True,True,1
True,1,24,True,True,True,1
False,1,29,True,True,True,1
True,1,48,True,True,True,1
True,1,47,True,True,True,1
False,1,33,True,True,True,1
True,1,41,True,True,True,1
True,1,20,True,True,True,1
False,1,28,True,True,True,1
True,1,22,True,True,True,1
True,1,49,True,False,False,1
False,1,36,True,True,True,1
True,1,41,True,True,True,1
True,1,47,True,True,True,1
True,1,27,True,True,True,1
False,1,42,True,True,True,1
True,1,33,True,True,True,1
False,1,24,True,True,True,1
False,1,23,True,True,True,1
False,1,29,True,True,True,1
True,1,21,True,True,True,1
True,1,22,True,True,True,1
False,1,30,True,True,True,1
False,1,43,True,True,True,1
False,1,36,True,True,True,1
True,1,37,True,True,True,1
True,1,28,True,False,False,1
False,1,29,False,True,True,1
True,1,39,True,False,True,1
True,1,40,True,True,True,1
True,1,20,True,True,True,1
False,1,24,False,True,True,1
False,1,26,True,True,True,1
True,1,46,True,False,True,1
True,1,27,True,True,True,1
False,1,30,True,True,True,1
True,1,39,True,True,True,1
False,1,31,True,True,True,1
True,1,32,True,True,True,1
True,1,28,True,True,True,1
False,1,33,True,True,True,1
False,1,22,False,True,True,1
True,1,45,True,True,True,1
False,1,29,True,True,True,1
False,1,22,True,True,True,1
True,1,25,True,True,True,1
False,1,21,True,True,True,1
False,1,21,True,True,True,1
False,1,40,True,True,True,1
True,1,35,True,False,True,1
False,1,28,False,True,True,1
False,1,43,True,True,True,1
True,1,31,True,False,True,1
False,1,22,True,True,True,1
False,1,30,True,True,True,1
False,1,21,True,True,True,1
True,1,35,True,True,True,1
True,1,42,True,True,True,1
False,1,31,False,True,True,1
False,1,49,True,True,True,1
False,1,42,True,True,True,1
True,1,36,True,True,True,1
True,1,23,True,False,True,1
False,1,29,False,True,True,1
True,1,39,True,True,True,1
False,1,29,True,True,True,1
True,1,21,True,True,True,1
True,1,46,True,False,True,1
False,1,22,True,True,True,1
True,1,35,True,True,True,1
False,1,31,False,True,True,1
True,1,39,True,True,False,1
False,1,45,True,True,True,1
True,1,27,True,False,True,1
True,1,28,True,True,True,1
False,1,41,True,True,True,1
False,1,38,True,True,True,1
False,1,28,True,True,True,1
False,1,21,True,True,True,1
True,1,31,True,False,True,1
False,1,45,True,True,True,1
False,1,26,True,True,True,1
True,1,48,True,True,True,1
True,1,22,True,True,True,1
True,1,32,True,True,True,1
False,1,25,True,True,True,1
False,1,31,False,True,True,1
False,1,23,True,True,True,1
False,1,29,False,True,True,1
True,1,40,True,True,True,1
False,1,30,True,True,True,1
True,1,38,True,False,True,1
False,1,28,True,True,True,1
True,1,24,True,True,True,1
False,1,36,True,True,True,1
True,1,21,True,True,True,1
True,1,20,True,True,True,1
True,1,31,True,False,True,1
False,1,48,True,True,True,1
False,1,23,True,True,True,1
False,1,22,True,True,True,1
True,1,40,True,True,True,1
False,1,36,True,True,True,1
True,1,25,True,True,True,1
False,1,27,True,True,True,1
False,1,30,True,True,True,1
True,1,41,True,True,True,1
True,1,24,True,True,True,1
False,1,26,True,True,True,1
False,1,41,True,True,True,1
False,1,30,True,True,True,1
True,1,44,True,True,True,1
True,1,27,True,False,True,1
True,1,20,True,True,True,1
True,1,22,True,False,True,1
False,1,34,True,True,True,1
False,1,28,True,True,True,1
True,1,20,True,False,False,1
True,1,43,True,False,True,1
True,1,20,True,True,True,1
True,1,20,True,True,True,1
False,1,46,False,True,True,1
False,1,20,True,True,True,1
False,1,34,True,True,True,1
False,2,20,True,True,True,2
True,2,25,True,True,True,2
True,2,25,True,True,True,2
True,2,27,True,True,True,2
True,2,47,True,True,True,2
False,2,23,True,True,True,2
True,2,23,True,False,True,2
False,2,21,True,True,True,2
True,2,43,True,True,True,2
True,2,26,True,True,True,2
False,2,26,True,True,True,2
True,2,24,True,False,True,2
False,2,27,False,True,True,2
True,2,48,True,True,True,2
False,2,20,True,True,True,2
False,2,32,True,True,True,2
True,2,29,True,True,True,2
True,2,31,True,True,True,2
True,2,39,True,False,False,2
False,2,21,True,True,True,2
False,2,32,True,True,True,2
False,2,35,True,True,True,2
True,2,47,True,True,True,2
True,2,32,True,False,True,2
True,2,20,True,False,False,2
True,2,21,True,True,True,2
False,2,44,True,True,True,2
False,2,33,True,True,True,2
False,2,28,True,True,True,2
False,2,22,True,True,True,2
True,2,32,True,True,True,2
True,2,28,True,True,True,2
True,2,27,True,True,True,2
False,2,20,True,True,True,2
True,2,43,True,True,False,2
False,2,21,True,True,True,2
True,2,22,True,True,True,2
False,2,24,True,True,True,2
False,2,22,True,True,True,2
False,2,33,True,True,True,2
True,2,26,True,True,True,2
True,2,41,True,True,True,2
True,2,25,True,True,True,2
False,2,31,False,True,True,2
True,2,26,True,True,True,2
False,2,43,True,True,True,2
True,2,24,True,True,True,2
False,2,34,True,True,True,2
True,2,41,True,True,True,2
False,2,34,True,True,True,2
False,2,20,False,True,True,2
False,2,40,True,True,True,2
False,2,24,True,True,True,2
True,2,24,True,True,True,2
False,2,22,True,True,True,2
True,2,33,True,False,False,2
False,2,22,False,True,True,2
False,2,23,True,True,True,2
True,2,45,True,True,True,2
False,2,27,True,True,True,2
False,2,24,False,True,True,2
False,2,47,True,True,True,2
False,2,44,True,True,True,2
True,2,29,True,True,True,2
False,2,40,False,True,True,2
True,2,32,True,True,True,2
False,2,23,True,True,True,2
True,2,21,True,False,True,2
True,2,29,True,False,True,2
True,2,37,True,False,True,2
False,2,22,True,True,True,2
True,2,26,True,True,True,2
True,2,22,True,True,True,2
True,2,34,True,True,True,2
False,2,28,True,True,True,2
True,2,44,True,True,True,2
False,2,23,True,True,True,2
False,2,39,True,True,True,2
False,2,34,True,True,True,2
False,2,26,True,True,True,2
True,2,39,True,True,True,2
False,2,23,True,True,True,2
False,2,30,False,True,True,2
False,2,27,True,True,True,2
False,2,38,True,True,True,2
False,2,31,True,True,True,2
False,2,42,True,True,True,2
True,2,20,True,True,True,2
True,2,29,True,True,True,2
False,2,21,True,True,True,2
False,2,32,True,True,True,2
False,2,35,True,True,True,2
True,2,36,True,True,True,2
False,2,27,True,True,True,2
True,2,21,True,True,True,2
False,2,36,True,True,True,2
True,2,27,True,True,True,2
True,2,29,True,True,True,2
False,2,22,False,True,True,2
False,2,39,False,True,True,2
True,2,43,True,False,False,2
False,2,43,True,True,True,2
False,2,47,False,True,True,2
False,2,34,True,True,True,2
True,2,32,True,False,True,2
False,2,22,False,True,True,2
True,2,32,True,True,True,2
False,2,21,True,True,True,2
False,2,25,True,True,True,2
False,2,24,True,True,True,2
True,2,44,True,True,True,2
False,2,37,True,True,True,2
True,2,38,True,True,False,2
True,2,48,True,False,True,2
True,2,22,True,True,True,2
True,2,25,True,True,True,2
True,2,21,True,True,True,2
True,2,28,True,True,True,2
True,2,24,True,True,True,2
False,2,42,True,True,True,2
True,2,27,True,True,True,2
False,2,20,False,True,True,2
False,2,41,False,True,True,2
True,2,30,True,True,True,2
True,2,41,True,True,True,2
False,2,36,True,True,True,2
True,2,25,True,True,True,2
False,2,31,True,True,True,2
True,2,25,True,True,True,2
True,2,33,True,False,True,2
True,2,33,True,True,True,2
False,2,35,True,True,True,2
True,2,40,True,False,True,2
False,2,24,False,True,True,2
False,2,25,True,True,True,2
False,2,45,True,True,True,2
True,2,28,True,True,True,2
True,2,31,True,True,True,2
True,2,31,True,False,False,2
True,2,39,True,False,False,2
True,2,37,True,True,True,2
False,2,28,True,True,True,2
False,2,48,True,True,True,2
True,2,37,True,True,True,2
False,2,29,False,True,True,2
False,2,27,True,True,True,2
True,2,46,True,True,True,2
True,2,43,True,True,True,2
True,2,23,True,True,True,2
False,2,26,True,True,True,2
True,2,40,True,True,True,2
False,2,28,True,True,True,2
True,2,25,True,True,True,2
True,2,31,True,True,True,2
False,2,25,True,True,True,2
False,2,23,True,True,True,2
True,2,25,True,True,True,2
True,2,26,True,True,True,2
True,2,28,True,True,True,2
False,2,45,True,True,True,2
False,2,24,True,True,True,2
False,2,24,True,True,True,2
True,2,38,True,False,True,2
True,2,27,True,True,False,2
True,2,25,True,True,True,2
True,2,29,True,False,False,2
False,2,44,True,True,True,2
True,2,21,True,False,False,2
True,2,21,True,True,True,2
False,2,20,True,True,True,2
False,2,25,False,True,True,2
False,2,42,True,True,True,2
True,2,37,True,True,True,2
True,2,26,True,True,True,2
False,2,45,True,True,True,2
False,2,29,False,True,True,2
False,2,38,True,True,True,2
False,2,40,True,True,True,2
False,2,22,False,True,True,2
False,2,20,False,True,True,2
False,2,21,True,True,True,2
True,2,21,True,True,True,2
True,2,30,True,False,False,2
False,2,27,True,True,True,2
False,2,23,True,True,True,2
True,2,43,True,True,True,2
False,2,22,False,True,True,2
True,2,22,True,True,True,2
True,2,40,True,True,True,2
True,2,44,True,True,True,2
False,2,23,False,True,True,2
True,2,41,True,True,True,2
False,2,21,False,True,True,2
False,2,23,True,True,True,2
True,2,35,True,True,True,2
True,2,29,True,True,True,2
False,2,21,True,True,True,2
False,2,37,True,True,True,2
True,2,39,True,False,True,2
False,2,49,False,True,True,2
True,2,23,True,True,True,2
True,2,45,True,True,True,2
True,2,36,True,True,True,2
True,2,41,True,True,True,2
False,2,35,True,True,True,2
False,2,46,True,True,True,2
False,2,35,True,True,True,2
False,2,21,True,True,True,2
False,2,26,True,True,True,2
True,2,22,True,True,True,2
True,2,36,True,True,True,2
False,2,26,False,True,True,2
False,2,41,False,True,True,2
True,2,21,True,True,True,2
True,2,23,True,True,True,2
True,2,28,True,True,True,2
False,2,47,True,True,True,2
True,2,43,True,True,True,2
True,2,26,True,True,True,2
False,2,21,True,True,True,2
False,2,45,True,True,True,2
True,2,48,True,True,True,2
True,2,27,True,True,True,2
False,2,26,True,True,True,2
True,2,38,True,True,True,2
True,2,34,True,True,True,2
False,2,20,True,True,True,2
False,2,34,True,True,True,2
False,2,26,True,True,True,2
False,2,33,True,True,True,2
False,2,36,True,True,True,2
False,2,24,True,True,True,2
True,2,31,True,True,True,2
True,2,48,True,True,True,2
False,2,21,True,True,True,2
True,2,26,True,True,True,2
False,2,27,True,True,True,2
False,2,28,True,True,True,2
True,2,48,True,False,False,2
True,2,33,True,True,True,2
True,2,22,True,True,True,2
True,2,21,True,False,True,2
True,2,48,True,True,True,2
True,2,26,True,True,False,2
True,2,32,True,True,True,2
True,2,29,True,True,True,2
True,2,40,True,True,True,2
False,2,25,True,True,True,2
True,2,23,True,True,True,2
False,2,32,True,True,True,2
True,2,41,True,True,True,2
False,2,34,True,True,True,2
True,2,25,True,False,False,2
True,2,21,True,True,True,2
True,2,39,True,True,True,2
True,2,35,True,True,True,2
False,2,25,True,True,True,2
True,2,38,True,False,True,2
True,2,48,True,True,True,2
True,2,37,True,False,False,2
False,2,23,False,True,True,2
True,2,22,True,True,True,2
False,2,36,True,True,True,2
False,2,33,True,True,True,2
False,2,29,True,True,True,2
True,2,25,True,True,True,2
False,2,24,True,True,True,2
True,2,38,True,True,True,2
False,2,47,True,True,True,2
True,2,37,True,True,False,2
False,2,24,True,True,True,2
False,2,41,True,True,True,2
False,2,32,True,True,True,2
False,2,20,True,True,True,2
False,2,22,True,True,True,2
True,2,25,True,True,True,2
True,2,29,True,True,True,2
False,2,23,True,True,True,2
False,2,24,True,True,True,2
False,2,43,True,True,True,2
False,3,30,True,True,True,3-4
True,3,48,True,True,True,3-4
True,3,22,True,True,True,3-4
True,3,27,True,True,True,3-4
True,4,44,True,True,True,3-4
False,3,36,True,True,True,3-4
False,4,31,True,True,True,3-4
True,3,30,True,True,True,3-4
True,3,21,True,True,True,3-4
False,4,33,True,True,True,3-4
True,4,40,True,True,True,3-4
False,3,25,True,True,True,3-4
False,4,32,True,True,True,3-4
True,4,41,True,False,True,3-4
True,3,34,True,True,True,3-4
True,4,31,True,True,True,3-4
False,4,40,True,True,True,3-4
False,4,21,True,True,True,3-4
False,3,31,True,True,True,3-4
True,4,35,True,True,True,3-4
True,3,29,True,True,True,3-4
True,4,30,True,True,True,3-4
True,4,24,True,False,True,3-4
True,3,35,True,True,True,3-4
True,3,40,True,False,True,3-4
True,4,26,True,True,True,3-4
False,3,40,True,True,True,3-4
False,4,38,False,True,True,3-4
False,3,29,True,True,True,3-4
False,4,46,True,True,True,3-4
False,4,24,True,True,True,3-4
False,4,39,True,True,True,3-4
False,4,24,True,True,True,3-4
False,3,21,True,True,True,3-4
False,3,20,True,True,True,3-4
True,3,25,True,True,True,3-4
True,4,26,True,True,False,3-4
False,3,24,True,True,True,3-4
False,3,26,False,True,True,3-4
False,4,33,True,True,True,3-4
True,3,42,True,True,True,3-4
True,3,44,True,True,True,3-4
True,4,33,True,True,True,3-4
True,3,47,True,True,True,3-4
True,4,26,True,True,True,3-4
False,3,27,True,True,True,3-4
False,3,31,True,True,True,3-4
False,4,29,True,True,True,3-4
True,4,22,True,False,True,3-4
True,3,21,True,True,True,3-4
True,3,39,True,True,True,3-4
True,3,47,True,False,True,3-4
True,4,44,True,True,True,3-4
False,3,25,False,True,True,3-4
False,3,20,False,True,True,3-4
False,3,20,True,True,True,3-4
True,3,23,True,True,True,3-4
False,4,36,True,True,True,3-4
False,4,31,True,True,True,3-4
False,3,22,True,True,True,3-4
False,3,30,True,True,True,3-4
False,4,20,True,True,True,3-4
True,4,25,True,True,True,3-4
True,4,34,True,True,True,3-4
True,3,20,True,True,True,3-4
False,4,34,True,True,True,3-4
False,4,35,True,True,True,3-4
True,4,30,True,True,True,3-4
True,4,20,True,True,True,3-4
True,3,45,True,True,True,3-4
False,4,21,True,True,True,3-4
True,3,47,True,False,True,3-4
False,3,46,True,True,True,3-4
True,3,26,True,True,True,3-4
False,4,21,False,True,True,3-4
False,4,45,True,True,True,3-4
True,4,23,True,True,True,3-4
False,4,48,True,True,True,3-4
True,3,28,True,True,True,3-4
True,4,20,True,False,True,3-4
False,4,24,True,True,True,3-4
True,3,21,True,True,True,3-4
True,3,21,True,True,True,3-4
True,3,29,True,True,True,3-4
True,4,29,True,True,True,3-4
True,4,21,True,True,True,3-4
True,4,48,True,True,True,3-4
True,4,24,True,True,True,3-4
False,4,48,False,True,True,3-4
False,4,30,True,True,True,3-4
True,3,22,True,True,True,3-4
True,3,20,True,True,True,3-4
True,4,48,True,True,True,3-4
False,3,28,True,True,True,3-4
False,4,33,False,True,True,3-4
True,4,43,True,True,True,3-4
True,3,20,True,True,True,3-4
False,3,20,True,True,True,3-4
False,3,44,True,True,True,3-4
False,4,22,False,True,True,3-4
False,3,24,False,True,True,3-4
False,4,28,False,True,True,3-4
False,4,22,True,True,True,3-4
True,4,33,True,True,True,3-4
False,3,36,False,True,True,3-4
False,3,28,True,True,True,3-4
False,4,23,True,True,True,3-4
True,4,36,True,True,True,3-4
True,4,37,True,True,True,3-4
True,3,28,True,True,True,3-4
True,3,41,True,True,True,3-4
False,3,39,True,True,True,3-4
False,4,38,True,True,True,3-4
True,3,38,True,True,True,3-4
False,3,36,True,True,True,3-4
True,4,20,True,False,True,3-4
False,4,27,True,True,True,3-4
True,4,22,True,True,True,3-4
False,4,36,True,True,True,3-4
False,3,49,True,True,True,3-4
False,3,26,True,True,True,3-4
True,4,28,True,True,True,3-4
True,4,40,True,True,True,3-4
True,4,25,True,True,True,3-4
True,3,41,True,True,True,3-4
True,4,31,True,True,True,3-4
False,4,39,True,True,True,3-4
True,4,22,True,True,True,3-4
False,3,21,True,True,True,3-4
False,3,27,True,True,True,3-4
False,3,40,False,True,True,3-4
False,4,38,False,True,True,3-4
True,3,25,True,True,True,3-4
False,3,37,False,True,True,3-4
False,3,32,True,True,True,3-4
